date,district,branch,active_customers,new_connections,festival_indicator,price,stock,refill_bookings
2023-08-11,Coimbatore,East,248244,1901,1,850,6932,34992
2023-08-11,Coimbatore,West,146236,2727,0,855,4275,36466
2023-08-11,Chennai,Central,60019,2100,0,884,12311,8529
2023-08-11,Chennai,North,131619,1185,1,827,7976,20856
2023-08-11,Chennai,South,104939,2663,0,940,9762,45033
2023-08-11,Chennai,East,146748,2611,1,883,18491,39149
2023-08-11,Chennai,West,53421,2889,0,880,16626,9839
2023-08-11,Madurai,Central,52528,3588,1,920,14114,32216
2023-08-11,Madurai,North,104883,1675,0,926,12522,23566
2023-08-11,Madurai,South,50525,1749,1,912,12063,26850
2023-08-11,Madurai,East,185589,2039,1,946,3875,39639
2023-08-11,Madurai,West,196848,3890,1,829,17904,48164
2023-08-11,Trichy,Central,107508,2466,0,913,2685,18226
2023-08-11,Trichy,North,167460,1185,0,844,3224,33360
2023-08-11,Trichy,South,92599,1936,0,894,13969,22650
2023-08-11,Trichy,East,177220,324,0,912,12930,5199
2023-08-11,Trichy,West,161944,1938,1,839,17792,10400
2023-08-11,Salem,Central,66081,1217,0,887,12031,20519
2023-08-11,Salem,North,57042,221,0,947,3842,35800
2023-08-11,Salem,South,157985,3397,0,921,6047,12078
2023-08-11,Salem,East,96783,3398,0,860,13753,24332
2023-08-11,Salem,West,243841,230,0,837,8050,40077
2023-08-12,Coimbatore,Central,223735,1158,0,880,6045,16586
2023-08-12,Coimbatore,North,60819,966,0,854,16043,40329
2023-08-12,Coimbatore,South,157564,1185,1,803,3774,35768
2023-08-12,Coimbatore,East,146801,1096,1,893,15609,10937
2023-08-12,Coimbatore,West,72724,1412,1,890,3577,6067
2023-08-12,Chennai,Central,168723,2588,0,922,12754,40185
2023-08-12,Chennai,North,138631,3611,0,838,19003,7114
2023-08-12,Chennai,South,179891,2753,1,802,3406,40557
2023-08-12,Chennai,East,81874,4232,1,947,9831,36864
2023-08-12,Chennai,West,107682,3501,1,900,9971,48428
2023-08-12,Madurai,Central,201309,3611,0,925,9568,27042
2023-08-12,Madurai,North,69325,4505,0,824,19751,15223
2023-08-12,Madurai,South,126899,2554,1,933,10911,40913
2023-08-12,Madurai,East,246006,190,0,808,17603,15823
2023-08-12,Madurai,West,133738,145,0,840,12657,28388
2023-08-12,Trichy,Central,201211,1380,1,949,7797,26526
2023-08-12,Trichy,North,231150,796,0,834,9873,21564
2023-08-12,Trichy,South,144238,2031,0,882,11661,32705
2023-08-12,Trichy,East,243996,752,1,924,12220,24375
2023-08-12,Trichy,West,180398,2219,0,919,12034,45855
2023-08-12,Salem,Central,176119,768,1,800,18235,13287
2023-08-12,Salem,North,53283,855,0,915,6695,7546
2023-08-12,Salem,South,116534,3414,0,896,4063,36602
2023-08-12,Salem,East,235832,959,0,833,13072,5515
2023-08-12,Salem,West,69573,1149,0,898,12889,30351
2023-08-13,Coimbatore,Central,153423,3240,1,860,19633,9714
2023-08-13,Coimbatore,North,102412,4654,0,814,10483,27838
2023-08-13,Coimbatore,South,119284,673,1,897,4762,28541
2023-08-13,Coimbatore,East,132699,4195,1,935,2808,17356
2023-08-13,Coimbatore,West,184252,4750,0,824,4563,44865
2023-08-13,Chennai,Central,202029,551,1,864,10317,33185
2023-08-13,Chennai,North,65214,3147,0,815,15531,42363
2023-08-13,Chennai,South,202891,322,0,873,14157,44994
2023-08-13,Chennai,East,134126,743,0,923,14510,20814
2023-08-13,Chennai,West,111970,4517,1,906,9469,27747
2023-08-13,Madurai,Central,56309,4134,0,890,15240,31878
2023-08-13,Madurai,North,78595,3164,0,881,9490,8452
2023-08-13,Madurai,South,199261,1569,0,830,10666,9140
2023-08-13,Madurai,East,170302,4817,0,847,11611,16725
2023-08-13,Madurai,West,177386,225,0,817,5582,37268
2023-08-13,Trichy,Central,126087,3191,0,933,6840,17697
2023-08-13,Trichy,North,103436,729,1,825,16536,23969
2023-08-13,Trichy,South,218433,361,0,861,13841,27185
2023-08-13,Trichy,East,193898,3253,0,864,17534,31271
2023-08-13,Trichy,West,124090,4357,0,813,11732,45822
2023-08-13,Salem,Central,158067,4833,0,808,19304,31157
2023-08-13,Salem,North,190156,1228,1,860,13718,8894
2023-08-13,Salem,South,248279,1053,0,877,5334,29521
2023-08-13,Salem,East,157283,2977,1,837,5458,43052
2023-08-13,Salem,West,248304,4717,1,827,12966,48177
2023-08-14,Coimbatore,Central,225735,465,1,926,14722,39157
2023-08-14,Coimbatore,North,155353,4419,0,908,7097,30626
2023-08-14,Coimbatore,South,79230,2572,1,890,16856,15758
2023-08-14,Coimbatore,East,53611,3137,1,914,7192,19434
2023-08-14,Coimbatore,West,140814,1389,0,926,6849,20284
2023-08-14,Chennai,Central,141050,1790,1,835,12695,27304
2023-08-14,Chennai,North,53545,3352,0,892,10548,29889
2023-08-14,Chennai,South,52318,2849,0,878,16918,27585
2023-08-14,Chennai,East,217417,1540,0,853,19249,29660
2023-08-14,Chennai,West,118075,3456,0,870,14637,28986
2023-08-14,Madurai,Central,121559,3482,0,883,18910,8762
2023-08-14,Madurai,North,79252,3856,0,949,11455,45007
2023-08-14,Madurai,South,177167,927,0,948,9626,16594
2023-08-14,Madurai,East,87097,432,0,822,14660,33067
2023-08-14,Madurai,West,200821,4186,1,911,19707,26264
2023-08-14,Trichy,Central,81027,4196,0,805,6583,5406
2023-08-14,Trichy,North,198754,586,0,946,13370,14592
2023-08-14,Trichy,South,60417,4293,1,897,9083,21634
2023-08-14,Trichy,East,129772,2363,0,825,13398,10163
2023-08-14,Trichy,West,174979,4867,0,874,19235,19574
2023-08-14,Salem,Central,128449,1824,0,875,4206,9382
2023-08-14,Salem,North,87387,1101,1,826,14174,14693
2023-08-14,Salem,South,175766,1489,1,875,6170,25738
2023-08-14,Salem,East,67922,3587,0,864,7780,12917
2023-08-14,Salem,West,92536,3743,0,802,9803,41847
2023-08-15,Coimbatore,Central,237253,369,0,894,4549,43064
2023-08-15,Coimbatore,North,229592,937,1,851,13757,18374
2023-08-15,Coimbatore,South,51780,279,1,912,15421,33929
2023-08-15,Coimbatore,East,162314,4735,0,808,9869,28839
2023-08-15,Coimbatore,West,230688,1198,0,834,13822,27417
2023-08-15,Chennai,Central,149875,2270,1,859,3144,27759
2023-08-15,Chennai,North,123310,561,0,876,6823,32504
2023-08-15,Chennai,South,154584,3541,0,865,18683,33120
2023-08-15,Chennai,East,208400,2606,0,942,12255,15541
2023-08-15,Chennai,West,174384,1482,0,864,11764,27201
2023-08-15,Madurai,Central,141574,4326,0,861,16464,17326
2023-08-15,Madurai,North,219120,4986,0,924,18735,11977
2023-08-15,Madurai,South,214823,4006,1,838,11315,14690
2023-08-15,Madurai,East,197968,3857,1,923,8827,31142
2023-08-15,Madurai,West,210864,721,1,931,3076,11616
2023-08-15,Trichy,Central,240054,4380,0,804,19296,25101
2023-08-15,Trichy,North,109844,1629,1,937,9348,21700
2023-08-15,Trichy,South,148975,4023,1,891,13573,19332
2023-08-15,Trichy,East,146982,4987,0,895,8061,30135
2023-08-15,Trichy,West,150573,4937,1,901,2357,6357
2023-08-15,Salem,Central,116368,100,0,871,10336,32648
2023-08-15,Salem,North,73018,2864,0,866,13766,25258
2023-08-15,Salem,South,249479,2529,1,844,10480,46879
2023-08-15,Salem,East,50952,962,0,854,11053,23581
2023-08-15,Salem,West,238116,716,0,935,18551,26676
2023-08-16,Coimbatore,Central,159119,1826,1,809,16411,32768
2023-08-16,Coimbatore,North,69398,3344,1,855,3608,21396
2023-08-16,Coimbatore,South,187279,3798,1,851,13889,38333
2023-08-16,Coimbatore,East,219496,4888,0,889,9664,8497
2023-08-16,Coimbatore,West,214919,2948,1,825,3348,35173
2023-08-16,Chennai,Central,93884,2463,0,906,17305,39475
2023-08-16,Chennai,North,249073,448,0,946,2028,33353
2023-08-16,Chennai,South,226729,4688,1,875,14216,34536
2023-08-16,Chennai,East,68184,4709,1,820,15005,23768
2023-08-16,Chennai,West,115975,1512,1,883,7083,28742
2023-08-16,Madurai,Central,133282,831,1,834,8782,9580
2023-08-16,Madurai,North,227001,775,1,882,9897,42731
2023-08-16,Madurai,South,150714,746,0,916,17062,15211
2023-08-16,Madurai,East,188062,1204,0,911,17482,18211
2023-08-16,Madurai,West,134860,2882,0,927,6429,46966
2023-08-16,Trichy,Central,134041,836,0,865,11919,18062
2023-08-16,Trichy,North,101699,2060,0,829,6262,39450
2023-08-16,Trichy,South,226558,4233,0,878,5012,39282
2023-08-16,Trichy,East,78514,871,0,884,13451,40875
2023-08-16,Trichy,West,146467,3537,1,908,9117,46049
2023-08-16,Salem,Central,207315,2454,0,905,13143,31710
2023-08-16,Salem,North,62143,4946,0,887,16670,24631
2023-08-16,Salem,South,167396,569,0,868,13040,43947
2023-08-16,Salem,East,173800,2379,0,865,9966,44271
2023-08-16,Salem,West,51196,565,0,866,6294,48862
2023-08-17,Coimbatore,Central,212532,2276,0,885,16274,24538
2023-08-17,Coimbatore,North,71341,1260,1,940,6274,49891
2023-08-17,Coimbatore,South,217064,4654,0,861,16440,36619
2023-08-17,Coimbatore,East,247831,2462,0,830,2365,34912
2023-08-17,Coimbatore,West,177525,1114,0,848,7219,38178
2023-08-17,Chennai,Central,210278,439,0,880,2103,12706
2023-08-17,Chennai,North,85517,351,0,824,13239,39299
2023-08-17,Chennai,South,228227,3677,0,822,2914,44031
2023-08-17,Chennai,East,219976,3663,0,925,10376,22557
2023-08-17,Chennai,West,105553,2895,0,820,13834,33424
2023-08-17,Madurai,Central,78791,4780,0,939,15803,18923
2023-08-17,Madurai,North,225688,4820,0,816,8719,41495
2023-08-17,Madurai,South,80000,1619,0,805,18999,41360
2023-08-17,Madurai,East,132683,1545,1,844,4417,5924
2023-08-17,Madurai,West,117291,1273,0,927,19936,43768
2023-08-17,Trichy,Central,108958,259,1,944,11971,45729
2023-08-17,Trichy,North,189587,1782,1,828,3845,40400
2023-08-17,Trichy,South,95737,2593,0,820,7617,11828
2023-08-17,Trichy,East,98538,1939,0,932,4887,35304
2023-08-17,Trichy,West,115195,4574,0,835,3712,28697
2023-08-17,Salem,Central,244955,954,1,885,6164,49176
2023-08-17,Salem,North,239482,3626,0,830,8427,25162
2023-08-17,Salem,South,100784,127,1,945,18014,22368
2023-08-17,Salem,East,151124,908,0,875,19609,22608
2023-08-17,Salem,West,132292,3493,1,919,19586,19462
2023-08-18,Coimbatore,Central,123920,4664,1,864,6528,15286
2023-08-18,Coimbatore,North,211191,2443,1,838,17972,49704
2023-08-18,Coimbatore,South,142573,2813,0,843,12347,21770
2023-08-18,Coimbatore,East,220836,4030,0,833,11345,11856
2023-08-18,Coimbatore,West,240453,4752,1,878,3817,22110
2023-08-18,Chennai,Central,51620,4237,0,898,10441,5330
2023-08-18,Chennai,North,248480,3385,0,831,16199,14406
2023-08-18,Chennai,South,203878,3492,0,817,7508,9706
2023-08-18,Chennai,East,59845,2243,0,841,7786,25405
2023-08-18,Chennai,West,163874,4828,1,925,2258,9774
2023-08-18,Madurai,Central,216726,3567,0,813,5993,12636
2023-08-18,Madurai,North,209612,528,1,898,17967,42129
2023-08-18,Madurai,South,107565,1480,0,949,14436,5126
2023-08-18,Madurai,East,92223,2426,0,894,15689,22808
2023-08-18,Madurai,West,170167,4048,0,846,18040,42006
2023-08-18,Trichy,Central,174127,414,1,828,17057,32988
2023-08-18,Trichy,North,245031,2773,1,802,9692,46381
2023-08-18,Trichy,South,224917,2926,1,855,18272,8336
2023-08-18,Trichy,East,128970,1501,0,878,6448,16222
2023-08-18,Trichy,West,198699,3431,0,898,10580,10408
2023-08-18,Salem,Central,233599,1505,1,878,8074,37356
2023-08-18,Salem,North,127025,2635,0,936,12600,16426
2023-08-18,Salem,South,217982,2747,0,928,12506,17832
2023-08-18,Salem,East,68373,4123,0,857,18275,48692
2023-08-18,Salem,West,61386,2295,0,817,10336,26252
2023-08-19,Coimbatore,Central,80597,2521,0,814,13727,46957
2023-08-19,Coimbatore,North,158710,4539,0,812,7404,26857
2023-08-19,Coimbatore,South,143444,3878,0,866,16448,42358
2023-08-19,Coimbatore,East,216589,2593,0,849,19377,18840
2023-08-19,Coimbatore,West,237956,1501,0,874,10384,43542
2023-08-19,Chennai,Central,86097,111,1,841,2214,37445
2023-08-19,Chennai,North,124445,2606,1,864,15943,8838
2023-08-19,Chennai,South,66398,1289,0,864,5336,45446
2023-08-19,Chennai,East,57617,825,0,923,19122,5207
2023-08-19,Chennai,West,198370,3020,0,899,19911,31826
2023-08-19,Madurai,Central,174935,4051,0,831,6037,27177
2023-08-19,Madurai,North,223827,903,0,825,16112,41142
2023-08-19,Madurai,South,208919,3186,0,940,4026,29303
2023-08-19,Madurai,East,244041,3666,0,802,6091,35007
2023-08-19,Madurai,West,190341,1820,1,927,7306,43239
2023-08-19,Trichy,Central,128279,4192,0,824,15105,31220
2023-08-19,Trichy,North,163200,1643,0,920,9002,25898
2023-08-19,Trichy,South,108859,1912,0,832,2253,48778
2023-08-19,Trichy,East,146141,4849,1,832,11475,15789
2023-08-19,Trichy,West,189054,4826,0,824,14517,28397
2023-08-19,Salem,Central,100341,3206,1,849,11037,48297
2023-08-19,Salem,North,165608,2573,1,893,6854,18286
2023-08-19,Salem,South,92734,4261,1,875,9133,45894
2023-08-19,Salem,East,137166,4320,0,878,12249,12888
2023-08-19,Salem,West,141589,2233,1,852,11382,14532
2023-08-20,Coimbatore,Central,201603,2343,0,895,2586,28730
2023-08-20,Coimbatore,North,108754,463,0,920,13836,27807
2023-08-20,Coimbatore,South,129507,1197,0,896,3106,22312
2023-08-20,Coimbatore,East,216849,2761,1,883,10066,26751
2023-08-20,Coimbatore,West,234916,2268,0,929,10150,42288
2023-08-20,Chennai,Central,236804,4910,1,895,16190,33095
2023-08-20,Chennai,North,143091,530,1,918,10029,16003
2023-08-20,Chennai,South,88507,589,0,828,11653,6266
2023-08-20,Chennai,East,198730,3337,0,833,11844,29648
2023-08-20,Chennai,West,55420,2978,1,807,8022,17061
2023-08-20,Madurai,Central,141659,2935,0,919,18566,47251
2023-08-20,Madurai,North,105379,2681,0,844,15337,45302
2023-08-20,Madurai,South,230330,4991,0,872,13460,45961
2023-08-20,Madurai,East,118201,4735,0,941,18557,13572
2023-08-20,Madurai,West,187538,2093,1,947,2938,25755
2023-08-20,Trichy,Central,55744,4251,0,867,5978,41712
2023-08-20,Trichy,North,239918,3036,0,883,3786,8861
2023-08-20,Trichy,South,80165,1932,0,862,4684,11565
2023-08-20,Trichy,East,231615,1484,0,907,3453,37152
2023-08-20,Trichy,West,136477,3426,1,902,14508,29911
2023-08-20,Salem,Central,59044,4538,1,913,13245,48487
2023-08-20,Salem,North,79987,3410,0,803,6631,49968
2023-08-20,Salem,South,70842,1647,1,936,10357,20455
2023-08-20,Salem,East,102024,1050,0,924,14525,46025
2023-08-20,Salem,West,75663,1851,0,852,3466,18299
2023-08-21,Coimbatore,Central,136645,3712,1,871,9393,23189
2023-08-21,Coimbatore,North,148883,1664,0,832,9592,40184
2023-08-21,Coimbatore,South,187344,3582,0,925,7493,16189
2023-08-21,Coimbatore,East,246681,2733,1,940,9911,27826
2023-08-21,Coimbatore,West,130936,1070,0,876,18424,37194
2023-08-21,Chennai,Central,215301,873,0,928,13771,44883
2023-08-21,Chennai,North,69322,509,0,930,2609,35998
2023-08-21,Chennai,South,208397,2151,0,887,6641,10335
2023-08-21,Chennai,East,99271,380,1,811,3152,25855
2023-08-21,Chennai,West,224984,4510,0,830,15015,38271
2023-08-21,Madurai,Central,226180,4439,1,945,3338,22739
2023-08-21,Madurai,North,103611,185,0,939,17132,19552
2023-08-21,Madurai,South,183719,4766,1,900,11756,43914
2023-08-21,Madurai,East,117422,188,0,862,12518,5432
2023-08-21,Madurai,West,105004,4054,0,909,14656,27772
2023-08-21,Trichy,Central,240857,923,0,871,6128,20251
2023-08-21,Trichy,North,221997,902,0,918,15065,33994
2023-08-21,Trichy,South,171718,2309,0,838,14505,7969
2023-08-21,Trichy,East,163606,2982,0,929,6107,7098
2023-08-21,Trichy,West,74955,3529,1,853,10709,6317
2023-08-21,Salem,Central,249303,3700,0,924,9554,33468
2023-08-21,Salem,North,198077,2755,0,861,9933,12888
2023-08-21,Salem,South,178753,993,0,882,3293,6600
2023-08-21,Salem,East,80064,1092,0,928,8677,18218
2023-08-21,Salem,West,208722,2894,0,876,7889,35589
2023-08-22,Coimbatore,Central,240144,3613,0,901,4227,43205
2023-08-22,Coimbatore,North,98910,2217,0,913,11669,42008
2023-08-22,Coimbatore,South,100838,3906,0,856,4645,31255
2023-08-22,Coimbatore,East,119804,4384,0,805,5971,42477
2023-08-22,Coimbatore,West,180512,4061,1,846,18500,24730
2023-08-22,Chennai,Central,52330,238,0,840,8171,38342
2023-08-22,Chennai,North,203410,1552,0,878,18840,8366
2023-08-22,Chennai,South,192457,1680,0,891,12024,28086
2023-08-22,Chennai,East,156617,4858,0,921,13960,22484
2023-08-22,Chennai,West,69214,1648,1,860,8568,46437
2023-08-22,Madurai,Central,130469,2769,0,944,9309,38511
2023-08-22,Madurai,North,139574,929,0,884,2034,37217
2023-08-22,Madurai,South,172974,3870,0,810,13002,5249
2023-08-22,Madurai,East,105887,965,0,820,7367,26495
2023-08-22,Madurai,West,143060,4821,0,876,16698,7970
2023-08-22,Trichy,Central,155309,3864,1,857,9478,23732
2023-08-22,Trichy,North,217067,4351,1,825,4810,28747
2023-08-22,Trichy,South,148498,3124,1,843,5403,6752
2023-08-22,Trichy,East,94308,1525,0,947,19875,16890
2023-08-22,Trichy,West,246734,4188,0,807,6351,13148
2023-08-22,Salem,Central,59007,4602,0,801,13001,40933
2023-08-22,Salem,North,109442,3343,1,849,15469,17453
2023-08-22,Salem,South,73670,1761,0,930,15720,23476
2023-08-22,Salem,East,225293,2282,1,822,5231,34185
2023-08-22,Salem,West,161818,2821,0,910,3798,46225
2023-08-23,Coimbatore,Central,222504,4837,0,880,7276,44121
2023-08-23,Coimbatore,North,139325,415,0,885,14184,46112
2023-08-23,Coimbatore,South,84062,1736,0,814,11399,44505
2023-08-23,Coimbatore,East,248180,3460,0,949,10885,15349
2023-08-23,Coimbatore,West,249706,2535,0,928,17107,43423
2023-08-23,Chennai,Central,247741,2816,1,877,4618,49121
2023-08-23,Chennai,North,74326,1379,1,923,2678,48914
2023-08-23,Chennai,South,195358,2799,0,855,12094,33559
2023-08-23,Chennai,East,144384,3459,0,870,4948,23815
2023-08-23,Chennai,West,132091,1732,1,924,9114,14816
2023-08-23,Madurai,Central,203563,789,0,940,14233,7098
2023-08-23,Madurai,North,248391,3972,0,923,2071,7789
2023-08-23,Madurai,South,60203,2477,1,941,18445,27221
2023-08-23,Madurai,East,114638,3269,0,948,8652,21102
2023-08-23,Madurai,West,248491,3719,0,858,19644,27325
2023-08-23,Trichy,Central,107488,4189,0,914,4311,36466
2023-08-23,Trichy,North,189667,4318,1,860,18939,30778
2023-08-23,Trichy,South,225999,1240,0,898,5564,28891
2023-08-23,Trichy,East,214452,3905,0,824,17839,43502
2023-08-23,Trichy,West,197617,143,0,889,13434,23323
2023-08-23,Salem,Central,55447,1893,1,833,2822,28715
2023-08-23,Salem,North,50468,2091,0,871,8212,29896
2023-08-23,Salem,South,162509,1039,0,820,11073,14717
2023-08-23,Salem,East,66376,1151,0,905,15953,46785
2023-08-23,Salem,West,161826,2168,1,882,8680,31936
2023-08-24,Coimbatore,Central,187875,3957,0,947,6966,6417
2023-08-24,Coimbatore,North,74864,3798,0,846,8082,29605
2023-08-24,Coimbatore,South,63798,310,0,830,6372,34968
2023-08-24,Coimbatore,East,57165,3096,1,897,3710,19607
2023-08-24,Coimbatore,West,50825,3220,0,859,18151,34985
2023-08-24,Chennai,Central,60684,1208,1,813,7738,37997
2023-08-24,Chennai,North,50245,200,0,907,11260,25553
2023-08-24,Chennai,South,164944,1226,0,893,15334,34534
2023-08-24,Chennai,East,103246,957,0,807,7251,45844
2023-08-24,Chennai,West,184690,2240,0,855,7770,31917
2023-08-24,Madurai,Central,183852,4793,1,909,8986,49743
2023-08-24,Madurai,North,146919,4781,1,908,3510,41774
2023-08-24,Madurai,South,165604,3399,0,847,9926,27126
2023-08-24,Madurai,East,102634,874,0,818,2935,35740
2023-08-24,Madurai,West,200985,4999,0,863,7977,35080
2023-08-24,Trichy,Central,200142,1914,0,934,6294,36195
2023-08-24,Trichy,North,117964,4909,0,829,3458,25178
2023-08-24,Trichy,South,149869,3461,0,818,10138,35107
2023-08-24,Trichy,East,103253,3316,1,906,16499,29064
2023-08-24,Trichy,West,79742,122,1,884,12126,33618
2023-08-24,Salem,Central,148882,2614,1,914,9777,17773
2023-08-24,Salem,North,79378,4238,0,861,11610,25958
2023-08-24,Salem,South,225240,3049,0,861,9294,44861
2023-08-24,Salem,East,90418,4430,1,886,5202,14087
2023-08-24,Salem,West,57934,4686,0,830,7318,32974
2023-08-25,Coimbatore,Central,124698,2239,0,909,8096,45823
2023-08-25,Coimbatore,North,93557,2975,0,883,16281,30797
2023-08-25,Coimbatore,South,77723,1076,1,899,7764,31025
2023-08-25,Coimbatore,East,126409,4288,1,829,13851,6829
2023-08-25,Coimbatore,West,169946,3511,0,873,5304,40800
2023-08-25,Chennai,Central,216665,2186,0,896,8549,12125
2023-08-25,Chennai,North,117926,2554,0,818,19022,19720
2023-08-25,Chennai,South,243185,2015,0,844,15579,19427
2023-08-25,Chennai,East,129140,486,1,929,11143,29512
2023-08-25,Chennai,West,127613,210,0,945,10757,33440
2023-08-25,Madurai,Central,153294,4860,0,942,7933,31679
2023-08-25,Madurai,North,63425,3197,0,947,10980,22395
2023-08-25,Madurai,South,192949,3532,0,831,19774,34568
2023-08-25,Madurai,East,134919,4467,0,932,2327,10710
2023-08-25,Madurai,West,89001,2599,0,873,18111,9668
2023-08-25,Trichy,Central,220382,2152,0,949,5415,42610
2023-08-25,Trichy,North,78136,4723,1,831,17997,32572
2023-08-25,Trichy,South,104500,486,1,891,9724,21407
2023-08-25,Trichy,East,119554,277,0,945,11401,44838
2023-08-25,Trichy,West,204102,1285,0,895,4914,14294
2023-08-25,Salem,Central,106602,4382,0,928,7195,11550
2023-08-25,Salem,North,59981,3013,0,886,6018,23386
2023-08-25,Salem,South,76067,354,0,876,10475,28293
2023-08-25,Salem,East,98405,3339,0,895,4775,37523
2023-08-25,Salem,West,87479,3832,0,908,13069,32985
2023-08-26,Coimbatore,Central,62265,1181,1,927,8478,12148
2023-08-26,Coimbatore,North,132702,1441,0,863,2619,20740
2023-08-26,Coimbatore,South,123331,1467,0,877,14224,35512
2023-08-26,Coimbatore,East,94261,4701,0,819,4803,19181
2023-08-26,Coimbatore,West,238126,568,0,846,14312,49645
2023-08-26,Chennai,Central,182412,3863,1,819,14904,29533
2023-08-26,Chennai,North,61881,457,0,942,17179,12304
2023-08-26,Chennai,South,101371,1778,0,917,2853,40738
2023-08-26,Chennai,East,59106,4397,1,907,17243,8121
2023-08-26,Chennai,West,222796,4011,0,882,17638,40470
2023-08-26,Madurai,Central,149672,3693,0,917,7680,7096
2023-08-26,Madurai,North,75593,1668,1,822,6276,33964
2023-08-26,Madurai,South,112947,4837,0,802,16028,10589
2023-08-26,Madurai,East,202780,541,0,869,10388,23770
2023-08-26,Madurai,West,127768,1261,0,848,13224,39929
2023-08-26,Trichy,Central,165858,2389,0,913,8600,21576
2023-08-26,Trichy,North,123797,3465,0,924,14872,25604
2023-08-26,Trichy,South,213594,3317,0,934,4313,24809
2023-08-26,Trichy,East,139943,3247,0,901,3645,32359
2023-08-26,Trichy,West,203607,787,0,896,15042,28142
2023-08-26,Salem,Central,83029,3230,0,872,2611,32253
2023-08-26,Salem,North,142555,838,0,866,18599,20389
2023-08-26,Salem,South,196714,3648,1,899,17257,42795
2023-08-26,Salem,East,59124,2582,0,907,5774,42356
2023-08-26,Salem,West,75892,3780,0,830,7837,22560
2023-08-27,Coimbatore,Central,197912,1276,0,829,18787,48286
2023-08-27,Coimbatore,North,115920,2290,1,810,10305,13115
2023-08-27,Coimbatore,South,122260,1362,0,921,11394,34134
2023-08-27,Coimbatore,East,134382,4507,1,844,10736,26471
2023-08-27,Coimbatore,West,239733,1768,0,888,19715,49323
2023-08-27,Chennai,Central,141511,3647,0,862,8676,49780
2023-08-27,Chennai,North,125362,3020,0,849,18187,25779
2023-08-27,Chennai,South,214056,2917,0,897,6838,27438
2023-08-27,Chennai,East,67831,1298,0,851,14119,23053
2023-08-27,Chennai,West,162325,1299,0,930,4399,19509
2023-08-27,Madurai,Central,68577,3355,0,944,15156,7772
2023-08-27,Madurai,North,124113,2314,0,915,11315,7081
2023-08-27,Madurai,South,144013,2563,0,844,10569,19417
2023-08-27,Madurai,East,214722,1979,0,865,9731,13193
2023-08-27,Madurai,West,215786,3514,0,831,16082,36286
2023-08-27,Trichy,Central,194154,3375,1,816,5692,40104
2023-08-27,Trichy,North,93336,2245,0,943,10511,16632
2023-08-27,Trichy,South,117769,694,1,902,5421,22926
2023-08-27,Trichy,East,188348,926,0,802,17845,48293
2023-08-27,Trichy,West,163403,2541,0,876,16783,47264
2023-08-27,Salem,Central,138289,2059,1,878,18819,13021
2023-08-27,Salem,North,100273,4520,0,859,18028,36623
2023-08-27,Salem,South,131761,2649,0,897,7445,30697
2023-08-27,Salem,East,172004,2255,0,855,18642,40220
2023-08-27,Salem,West,204834,2102,0,925,14257,33534
2023-08-28,Coimbatore,Central,127645,1703,0,844,7040,9867
2023-08-28,Coimbatore,North,233932,2459,0,881,13159,7995
2023-08-28,Coimbatore,South,238198,4306,1,897,17399,20607
2023-08-28,Coimbatore,East,145399,1761,0,810,9885,49953
2023-08-28,Coimbatore,West,192267,2943,0,888,18958,10109
2023-08-28,Chennai,Central,211098,4349,0,946,2146,47726
2023-08-28,Chennai,North,123998,115,0,946,8598,28954
2023-08-28,Chennai,South,147623,4119,1,849,17959,32527
2023-08-28,Chennai,East,238428,1325,0,905,12397,10085
2023-08-28,Chennai,West,192236,2720,0,911,7912,8177
2023-08-28,Madurai,Central,216258,2257,0,837,15575,7378
2023-08-28,Madurai,North,60663,2371,0,808,12535,27683
2023-08-28,Madurai,South,198064,451,1,817,13375,33748
2023-08-28,Madurai,East,215450,4275,0,943,18819,16956
2023-08-28,Madurai,West,57893,3957,0,824,4780,31761
2023-08-28,Trichy,Central,226714,584,0,879,14170,44364
2023-08-28,Trichy,North,183605,934,1,937,14293,28764
2023-08-28,Trichy,South,217006,3077,0,831,6380,21761
2023-08-28,Trichy,East,64837,841,0,848,12374,32404
2023-08-28,Trichy,West,203299,2535,1,923,9496,48908
2023-08-28,Salem,Central,213625,3445,0,867,10562,25633
2023-08-28,Salem,North,163477,4612,0,868,15952,5853
2023-08-28,Salem,South,140146,1346,1,930,9366,48136
2023-08-28,Salem,East,233865,4027,0,895,15908,45687
2023-08-28,Salem,West,168207,4784,0,810,6748,45225
2023-08-29,Coimbatore,Central,141271,3418,1,861,3008,27061
2023-08-29,Coimbatore,North,90149,1322,1,812,8891,12937
2023-08-29,Coimbatore,South,239468,958,0,801,13188,9803
2023-08-29,Coimbatore,East,82688,2833,0,858,18687,23312
2023-08-29,Coimbatore,West,216289,1977,0,865,8721,21605
2023-08-29,Chennai,Central,61605,4030,0,921,11199,19703
2023-08-29,Chennai,North,210176,756,1,886,8147,42304
2023-08-29,Chennai,South,55290,991,0,864,3365,6053
2023-08-29,Chennai,East,212617,4281,0,845,8000,35844
2023-08-29,Chennai,West,88921,2141,1,915,5254,45149
2023-08-29,Madurai,Central,174739,908,0,868,8001,40498
2023-08-29,Madurai,North,223548,2612,0,847,15105,41743
2023-08-29,Madurai,South,151047,721,0,915,15721,31220
2023-08-29,Madurai,East,200806,3724,1,858,12494,16537
2023-08-29,Madurai,West,248982,4063,0,905,3842,49448
